^PRODOTTO^|^DESCRIZIONE^|^DESCRIZIONE TECNICA^|^LIV^|^COMPONENTE^|^DesComp^|^DesComp1^|^UM^|^QTIMPIEGATA^|^QTEFFETTIVA^
^A286530^|^GUSCIO BASE MS AL RAL9006^|^MAZ002 <1053>ORDIN.CON A286520^|2|^E286530^|^GUSCIO BASE MS AL MAZ002 <1053^|^>^|^PZ^|1|1
^A286530^|^GUSCIO BASE MS AL RAL9006^|^MAZ002 <1053>ORDIN.CON A286520^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2260|2486
^A286540^|^GUSCIO SUP. BINGO 500 RAL 7016^|^MZ047B <1054>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286540^|^GUSCIO SUP. BINGO 500 RAL 7016^|^MZ047B <1054>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286540^|^GUSCIO SUP. BINGO 500 RAL 7016^|^MZ047B <1054>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286540^|^GUSCIO SUP. BINGO 500 RAL 7016^|^MZ047B <1054>^|1|^C286540^|^GUSIO SUP. BINGO 500 RAL 7016^|^MAZ047 <1054>^|^PZ^|1|1
^A286540^|^GUSCIO SUP. BINGO 500 RAL 7016^|^MZ047B <1054>^|2|^E286540^|^GUSIO SUP. BINGO 500 RAL 7016^|^MAZ047 <1054>^|^PZ^|1|1
^A286540^|^GUSCIO SUP. BINGO 500 RAL 7016^|^MZ047B <1054>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2260|2486
^A286550^|^GUSCIO INF. BINGO 500 RAL 7016^|^MZ046B <1054>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286550^|^GUSCIO INF. BINGO 500 RAL 7016^|^MZ046B <1054>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286550^|^GUSCIO INF. BINGO 500 RAL 7016^|^MZ046B <1054>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286550^|^GUSCIO INF. BINGO 500 RAL 7016^|^MZ046B <1054>^|1|^C286550^|^GUSIO INF. BINGO 500 RAL 7016^|^MAZ046 <1054> Sbav.^|^PZ^|1|1
^A286550^|^GUSCIO INF. BINGO 500 RAL 7016^|^MZ046B <1054>^|2|^E286550^|^GUSIO INF. BINGO 500 RAL 7016^|^MAZ046 <1054>^|^PZ^|1|1
^A286550^|^GUSCIO INF. BINGO 500 RAL 7016^|^MZ046B <1054>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2290|2519
^A286560^|^GUSCIO SUP. BINGO 400 RAL 7016^|^MZ045B <105401>^|1|^C286560^|^GUSIO SUP. BINGO 400 RAL 7016^|^MAZ045 <105401>^|^PZ^|1|1
^A286560^|^GUSCIO SUP. BINGO 400 RAL 7016^|^MZ045B <105401>^|2|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286560^|^GUSCIO SUP. BINGO 400 RAL 7016^|^MZ045B <105401>^|2|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286560^|^GUSCIO SUP. BINGO 400 RAL 7016^|^MZ045B <105401>^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286560^|^GUSCIO SUP. BINGO 400 RAL 7016^|^MZ045B <105401>^|2|^E286560^|^GUSIO SUP. BINGO 400 RAL 7016^|^MAZ045 <105401>^|^PZ^|1|1
^A286560^|^GUSCIO SUP. BINGO 400 RAL 7016^|^MZ045B <105401>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2120|2332
^A286570^|^GUSCIO INF. BINGO 400 RAL 7016^|^MZ044B <105401>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286570^|^GUSCIO INF. BINGO 400 RAL 7016^|^MZ044B <105401>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286570^|^GUSCIO INF. BINGO 400 RAL 7016^|^MZ044B <105401>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286570^|^GUSCIO INF. BINGO 400 RAL 7016^|^MZ044B <105401>^|1|^C286570^|^GUSIO INF. BINGO 400 RAL 7016^|^MAZ044 Sbav.<105401>^|^PZ^|1|1
^A286570^|^GUSCIO INF. BINGO 400 RAL 7016^|^MZ044B <105401>^|2|^E286570^|^GUSIO INF. BINGO 400 RAL 7016^|^MAZ044 <105401>^|^PZ^|1|1
^A286570^|^GUSCIO INF. BINGO 400 RAL 7016^|^MZ044B <105401>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2100|2310
^A286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|1|^E286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|^PZ^|1|1
^A286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|936|1029.6
^A286581^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ041<1055>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286581^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ041<1055>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286581^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ041<1055>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286581^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ041<1055>^|1|^E286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|^PZ^|1|1
^A286581^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ041<1055>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|936|1029.6
^A286582^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ042<1055>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286582^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ042<1055>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286582^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ042<1055>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286582^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ042<1055>^|1|^E286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|^PZ^|1|1
^A286582^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ042<1055>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|936|1029.6
^A286583^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ043<1055>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286583^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ043<1055>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286583^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ043<1055>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286583^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ043<1055>^|1|^E286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|^PZ^|1|1
^A286583^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MAZ043<1055>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|936|1029.6
^A286584^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MZ061A<1055>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286584^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MZ061A<1055>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286584^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MZ061A<1055>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286584^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MZ061A<1055>^|1|^E286580^|^S. GUSCIO MOTORID. BA-CP NAT.^|^MAZ019 <1055>^|^PZ^|1|1
^A286584^|^S. GUSCIO MOTORID. BA-CP NAT.^|^LAVORATO MZ061A<1055>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|936|1029.6
^A286590^|^FLANGIA STATORE POS.BINGO NAT.^|^MAZ014 <1056>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286590^|^FLANGIA STATORE POS.BINGO NAT.^|^MAZ014 <1056>^|1|^E286590^|^FLANGIA STATORE POS.BINGO NAT.^|^MAZ014 <1056>^|^PZ^|1|1
^A286590^|^FLANGIA STATORE POS.BINGO NAT.^|^MAZ014 <1056>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|136|149.6
^A286600^|^FLANGIA STATORE ANT.BINGO NAT.^|^MAZ013 <1056>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286600^|^FLANGIA STATORE ANT.BINGO NAT.^|^MAZ013 <1056>^|1|^E286600^|^FLANGIA STATORE ANT.BINGO NAT.^|^MAZ013 <1056>^|^PZ^|1|1
^A286600^|^FLANGIA STATORE ANT.BINGO NAT.^|^MAZ013 <1056>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|160|176
^A286610^|^SNODO POS.BINGO AL RAL 7016^|^MZ048B <1057>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286610^|^SNODO POS.BINGO AL RAL 7016^|^MZ048B <1057>^|1|^C286610^|^SNODO POS.BINGO AL lav mec^|^MZ048B <1057>^|^PZ^|1|1
^A286610^|^SNODO POS.BINGO AL RAL 7016^|^MZ048B <1057>^|2|^E286610^|^SNODO POS.BINGO AL RAL 7016^|^MAZ048 <1057>^|^PZ^|1|1
^A286610^|^SNODO POS.BINGO AL RAL 7016^|^MZ048B <1057>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|171|188.1
^A286620^|^ARRESTO F.CORSA BINGO AL NAT.^|^MAZ011 <1057>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286620^|^ARRESTO F.CORSA BINGO AL NAT.^|^MAZ011 <1057>^|1|^E286620^|^ARRESTO F.CORSA BINGO AL NAT.^|^MAZ011 <1057>^|^PZ^|1|1
^A286620^|^ARRESTO F.CORSA BINGO AL NAT.^|^MAZ011 <1057>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|22|24.2
^A286630^|^BOCCOLA  ESTERNA BINGO AL.NAT.^|^MAZ012 <1057>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286630^|^BOCCOLA  ESTERNA BINGO AL.NAT.^|^MAZ012 <1057>^|1|^E286630^|^BOCCOLA  ESTERNA BINGO AL.NAT.^|^MAZ012 <1057>^|^PZ^|1|1
^A286630^|^BOCCOLA  ESTERNA BINGO AL.NAT.^|^MAZ012 <1057>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|56|61.6
^A286640^|^GUSCIO INFERIORE SFZ.003.002^|^VERNICIATO <1044>^|1|^C286640^|^GUSCIO INFERIORE^|^SBAV. <1044>^|^PZ^|1|1
^A286640^|^GUSCIO INFERIORE SFZ.003.002^|^VERNICIATO <1044>^|2|^E286640^|^GUSCIO INFERIORE^|^VERNICIATO <1044>^|^PZ^|1|1
^A286640^|^GUSCIO INFERIORE SFZ.003.002^|^VERNICIATO <1044>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|720|792
^A286650^|^GUSCIO SUPERIORE SFZ.004.002^|^VERNICIATO <1043>^|1|^C286650^|^GUSCIO SUPERIORE SFZ.004.002^|^Sbav. <1043>^|^PZ^|1|1
^A286650^|^GUSCIO SUPERIORE SFZ.004.002^|^VERNICIATO <1043>^|2|^E286650^|^GUSCIO SUPERIORE SFZ.004.002^|^VERNICIATO <1043>^|^PZ^|1|1
^A286650^|^GUSCIO SUPERIORE SFZ.004.002^|^VERNICIATO <1043>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|920|1012
^A286660^|^SEMITEST.TERMINALE SFZ.006.V60^|^VERNICIATO <1044>^|1|^C286660^|^TERMINALE SFZ.006.001^|^LAV.MEC. <1044>^|^PZ^|1|1
^A286660^|^SEMITEST.TERMINALE SFZ.006.V60^|^VERNICIATO <1044>^|2|^E286660^|^TERMINALE SFZ.006.001^|^VERNICIATO <1044>^|^PZ^|1|1
^A286660^|^SEMITEST.TERMINALE SFZ.006.V60^|^VERNICIATO <1044>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|100|110
^A286670^|^GEHAEUSE DIAM. 11   HM4302^|^<1046>1208 336 1790^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286670^|^GEHAEUSE DIAM. 11   HM4302^|^<1046>1208 336 1790^|1|^E286670^|^GEHAEUSE 1208 317 139A^|^<1046>^|^PZ^|1|1
^A286670^|^GEHAEUSE DIAM. 11   HM4302^|^<1046>1208 336 1790^|2|9050013|^PANI ALLUMINIO EN AB 46000^|^ALSI 9 CU 3 (2A)^|^GR^|95|104.5
^A286671^|^GEHAUSE DIAM.9   HM4306^|^<1046>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286671^|^GEHAUSE DIAM.9   HM4306^|^<1046>^|1|^E286671^|^GEHAUSE DIAM.9   HM4306^|^<1046>^|^PZ^|1|1
^A286671^|^GEHAUSE DIAM.9   HM4306^|^<1046>^|2|9050013|^PANI ALLUMINIO EN AB 46000^|^ALSI 9 CU 3 (2A)^|^GR^|95|104.5
^A286680^|^DECKEL SPT    HM4303^|^<1046>1208 336 1780^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286680^|^DECKEL SPT    HM4303^|^<1046>1208 336 1780^|1|^E286680^|^DECKEL SPT 1208 317 1380^|^<1046>^|^PZ^|1|1
^A286680^|^DECKEL SPT    HM4303^|^<1046>1208 336 1780^|2|9050013|^PANI ALLUMINIO EN AB 46000^|^ALSI 9 CU 3 (2A)^|^GR^|76|83.6
^A286681^|^DECKEL   DIAM.9     HM4307^|^<1046>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286681^|^DECKEL   DIAM.9     HM4307^|^<1046>^|1|^E286681^|^DECKEL   DIAM.9     HM4307^|^<1046>^|^PZ^|1|1
^A286681^|^DECKEL   DIAM.9     HM4307^|^<1046>^|2|9050013|^PANI ALLUMINIO EN AB 46000^|^ALSI 9 CU 3 (2A)^|^GR^|76|83.6
^A286690^|^BLOCCHETTO GM E2J0 REAR^|^<1058>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0|0
^A286690^|^BLOCCHETTO GM E2J0 REAR^|^<1058>^|1|^E286690^|^BLOCCHETTO GM E2J0 REAR^|^<1058>^|^PZ^|1|1
^A286690^|^BLOCCHETTO GM E2J0 REAR^|^<1058>^|2|9050005|^PANI ALLUMINIO EN AB 47100^||^GR^|30|33
^A286700^|^HOUSING 2353891^|^<1049>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286700^|^HOUSING 2353891^|^<1049>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286700^|^HOUSING 2353891^|^<1049>^|1|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286700^|^HOUSING 2353891^|^<1049>^|1|^E286700^|^HOUSING 2353891^|^<1049>^|^PZ^|1|1
^A286700^|^HOUSING 2353891^|^<1049>^|2|9050015|^PANI ALLUMINIO A380.0^||^GR^|2368|2604.8
^A286710^|^SBLOCCO CONCHIGLIA /30601750^|^<1060>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A286710^|^SBLOCCO CONCHIGLIA /30601750^|^<1060>^|1|^E286710^|^SBLOCCO CONCHIGLIA /30601750^|^<1060>^|^PZ^|1|1
^A286710^|^SBLOCCO CONCHIGLIA /30601750^|^<1060>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|33|36.3
^A286720^|^SBLOCCO TESTATA /30601800^|^<1060>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0|0
^A286720^|^SBLOCCO TESTATA /30601800^|^<1060>^|1|^E286720^|^SBLOCCO TESTATA /30601800^|^<1060>^|^PZ^|1|1
^A286720^|^SBLOCCO TESTATA /30601800^|^<1060>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|27|29.7
^A286730^|^NON   USARE^|^USARE A286820^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286730^|^NON   USARE^|^USARE A286820^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286730^|^NON   USARE^|^USARE A286820^|1|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286730^|^NON   USARE^|^USARE A286820^|1|^E286730^|^COVER DECKEL 2354707^|^<1050>^|^PZ^|1|1
^A286730^|^NON   USARE^|^USARE A286820^|2|9050015|^PANI ALLUMINIO A380.0^||^GR^|330|363
^A286740^|^CORPO B COPERCHIO^|^<1059>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.1|0.1
^A286740^|^CORPO B COPERCHIO^|^<1059>^|1|^E286740^|^CORPO B COPERCHIO^|^<1059>^|^PZ^|1|1
^A286740^|^CORPO B COPERCHIO^|^<1059>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1232|1355.2
^A286750^|^CORPO B MOTORE^|^<1059>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.1|0.1
^A286750^|^CORPO B MOTORE^|^<1059>^|1|^E286750^|^CORPO B MOTORE^|^<1059>^|^PZ^|1|1
^A286750^|^CORPO B MOTORE^|^<1059>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1705|1875.5
^A286760^|^SOLBER   RH^|^<1067>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.1|0.1
^A286760^|^SOLBER   RH^|^<1067>^|1|^E286760^|^SOLBER  RH^|^<1067>^|^PZ^|1|1
^A286760^|^SOLBER   RH^|^<1067>^|2|9050016|^PANI ALLUMINIO SILAFONT R^|^AL Si9MgFeFr^|^GR^|750|825
^A286770^|^SOLBER   LH^|^<1067>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.1|0.1
^A286770^|^SOLBER   LH^|^<1067>^|1|^E286770^|^SOLBER   LH^|^<1067>^|^PZ^|1|1
^A286770^|^SOLBER   LH^|^<1067>^|2|9050016|^PANI ALLUMINIO SILAFONT R^|^AL Si9MgFeFr^|^GR^|750|825
^A286780^|^FLANGIA GRATTUGIA DAKOTA^|^CON FILETTI<1068>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.1|0.1
^A286780^|^FLANGIA GRATTUGIA DAKOTA^|^CON FILETTI<1068>^|1|^E286780^|^FLANGIA GRATTUGIA DAKOTA^|^CON FILETTI <1068>^|^PZ^|1|1
^A286780^|^FLANGIA GRATTUGIA DAKOTA^|^CON FILETTI<1068>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|680|748
^A286790^|^CALOTTA INGRANAGGI^|^<1064>^|1|^E286790^|^CALOTTA INGRANAGGI^|^<1064>^|^PZ^|1|1
^A286790^|^CALOTTA INGRANAGGI^|^<1064>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|220|231
^A286800^|^CALOTTA ALBERO USCITA^|^<1064>^|1|^E286800^|^CALOTTA ALBERO USCITA^|^<1064>^|^PZ^|1|1
^A286800^|^CALOTTA ALBERO USCITA^|^<1064>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|230|241.5
^A286810^|^HOUSING 2354418^|^<1049>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286810^|^HOUSING 2354418^|^<1049>^|1|7900460|^TRAMEZZO ROBUSTO  MM 760x140 x^|^cartone cod. 7900239^|^PZ^|0.13|0.13
^A286810^|^HOUSING 2354418^|^<1049>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286810^|^HOUSING 2354418^|^<1049>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286810^|^HOUSING 2354418^|^<1049>^|1|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286810^|^HOUSING 2354418^|^<1049>^|1|^B286810^|^HOUSING 2354418^|^<1049>^|^PZ^|1|1
^A286810^|^HOUSING 2354418^|^<1049>^|2|^C286810^|^HOUSING 2354418 lav. mec.^|^<1049>^|^PZ^|1|1
^A286810^|^HOUSING 2354418^|^<1049>^|3|^D286810^|^HOUSING 2354418 sbavati^|^<1049>^|^PZ^|1|1
^A286810^|^HOUSING 2354418^|^<1049>^|4|^E286810^|^HOUSING 2334002^|^<1049>^|^PZ^|1|1
^A286810^|^HOUSING 2354418^|^<1049>^|5|9050015|^PANI ALLUMINIO A380.0^||^GR^|2550|2677.5
^A286820^|^DEKEL COVER 2354707^|^<1050>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286820^|^DEKEL COVER 2354707^|^<1050>^|1|7900460|^TRAMEZZO ROBUSTO  MM 760x140 x^|^cartone cod. 7900239^|^PZ^|0.13|0.13
^A286820^|^DEKEL COVER 2354707^|^<1050>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286820^|^DEKEL COVER 2354707^|^<1050>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286820^|^DEKEL COVER 2354707^|^<1050>^|1|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286820^|^DEKEL COVER 2354707^|^<1050>^|1|^C286820^|^DEKEL COVER 2354707 Lav. mec.^|^<1050>^|^PZ^|1|1
^A286820^|^DEKEL COVER 2354707^|^<1050>^|2|7901054|^ALVEARE 370X370X100 H mm^||^PZ^|0.05|0.05
^A286820^|^DEKEL COVER 2354707^|^<1050>^|2|^D286820^|^DEKEL COVER 2354707 sbavato^|^<1050>^|^PZ^|1|1
^A286820^|^DEKEL COVER 2354707^|^<1050>^|3|^E286820^|^DEKEL COVER 2354707^|^<1050>^|^PZ^|1|1
^A286820^|^DEKEL COVER 2354707^|^<1050>^|4|9050015|^PANI ALLUMINIO A380.0^||^GR^|340|357
^A286830^|^FLASCH 2357649^|^<1066>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286830^|^FLASCH 2357649^|^<1066>^|1|7900460|^TRAMEZZO ROBUSTO  MM 760x140 x^|^cartone cod. 7900239^|^PZ^|0.13|0.13
^A286830^|^FLASCH 2357649^|^<1066>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286830^|^FLASCH 2357649^|^<1066>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286830^|^FLASCH 2357649^|^<1066>^|1|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286830^|^FLASCH 2357649^|^<1066>^|1|^E286830^|^FLASCH 237649^|^<1066>^|^PZ^|1|1
^A286830^|^FLASCH 2357649^|^<1066>^|2|9050015|^PANI ALLUMINIO A380.0^||^GR^|640|672
^A286840^|^SCREW COVER 238316^|^<1065>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286840^|^SCREW COVER 238316^|^<1065>^|1|7900460|^TRAMEZZO ROBUSTO  MM 760x140 x^|^cartone cod. 7900239^|^PZ^|0.13|0.13
^A286840^|^SCREW COVER 238316^|^<1065>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286840^|^SCREW COVER 238316^|^<1065>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286840^|^SCREW COVER 238316^|^<1065>^|1|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286840^|^SCREW COVER 238316^|^<1065>^|1|^E286840^|^SCREW COVER 238316^|^<1065>^|^PZ^|1|1
^A286840^|^SCREW COVER 238316^|^<1065>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|35|36.75
^A286850^|^SUPPORTO TRASMISS. RULLO LS38^|^<1061>^|1|^E286850^|^SUPPORTO TRASMISS. RULLO LS38^|^<1061> (piccolo)^|^PZ^|1|1
^A286850^|^SUPPORTO TRASMISS. RULLO LS38^|^<1061>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|8|8.4
^A286860^|^SUPPORTO TRAZIONE LS38^|^<1061>^|1|^E286860^|^SUPPORTO TRAZIONE LS38^|^<1061> dis. 615333 (grande)^|^PZ^|1|1
^A286860^|^SUPPORTO TRAZIONE LS38^|^<1061>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|105|110.25
^A286870^|^CORPO CONICO ESTRUSO Vern.^|^COD.880  <1086>^|1|^C286870^|^CORPO CONICO ESTRUSO SBAV.^|^COD.880  <1086>^|^PZ^|1|1
^A286870^|^CORPO CONICO ESTRUSO Vern.^|^COD.880  <1086>^|2|^E286870^|^CORPO CONICO ESTRUSO^|^COD.880  <1086>^|^PZ^|1|1
^A286870^|^CORPO CONICO ESTRUSO Vern.^|^COD.880  <1086>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|821|862.05
^A286880^|^FONDO CONICO ESTRUSO Vern.^|^COD.880  <1086>^|1|^C286880^|^FONDO CONICO ESTRUSO lav.^|^COD.880  <1086>^|^PZ^|1|1
^A286880^|^FONDO CONICO ESTRUSO Vern.^|^COD.880  <1086>^|2|^E286880^|^FONDO CONICO ESTRUSO^|^COD.880  <1086>^|^PZ^|1|1
